County,Year,% Adults with Obesity,% Children in Poverty,% Excessive Drinking,% Smokers,% Unemployed,% Uninsured,ACSC Rate,Age-Adjusted Death Rate,Age-Adjusted Death Rate-All Opioids,Age-Adjusted Death Rate-Drug Overdoses,Age-adjusted Death Rate,Average Number of Mentally Unhealthy Days,Average Number of Physically Unhealthy Days,Child Mortality Rate,Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),Child Mortality Rate (white),Death Rate-All Opioids,Death Rate-Drug Overdoses,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (White),Drug Overdose Mortality Rate (white),ER Visit Rate-All Other Unintentional Injury,ER Visit Rate-Falls,Firearm Fatalities Rate,Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (White),Firearm Fatalities Rate (white),Homicide Rate,Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (White),Homicide Rate (white),Infant Mortality Rate,Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),Infant Mortality Rate (white),Injury Death Rate,Injury Death Rate (Asian),Injury Death Rate (Black),Injury Death Rate (Hispanic),Injury Death Rate (White),Injury Death Rate (white),MV Mortality Rate,MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (White),MV Mortality Rate (white),Mammography Rate,Median Household Income,Motor Vehicle Mortality Rate,Percent of Deaths by Cause-All Opioids,Percent of Deaths by Cause-Drug Overdoses,Preventable Hosp. Rate,Preventable Hospitalization Rate,Suicide Rate (Age-Adjusted),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (White),Suicide Rate (white),Teen Birth Rate,Teen Birth Rate (Asian),Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),Teen Birth Rate (white),Violent Crime Rate,YPLL Rate,YPLL Rate (Asian),YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),YPLL Rate (white),Years of Potential Life Lost Rate
Appling,2011,,31.3,13.2,23.0,,24.6,,,,,,,,,,,,,,,,,,,,,,4598.3,3045.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4,,,,,,,,,,,,,
Appling,2012,,35.7,11.0,20.2,10.7,23.7,,,0.0,,,,,,,,,,,,,,,,,,,4943.4,2972.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,79.8,,,,,,,,,,,,,
Appling,2013,,34.0,9.6,24.8,11.0,24.9,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,4251.6,2879.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,88.350465002,,,,,,,,,,,,,
Appling,2014,,34.8,,27.8,10.317787866,25.189602645,,,,,,,,,,,,,,,,,,,,,,4606.3,2820.9,,,,,,,,,,,,,,,,,,,116.4,,,,,,,,,,,,,,,,,,,,,,,,,91.405861898,,,,,,211.08465036,,,,,,,
Appling,2015,,40.3,,27.8,10.023661002,24.231523872,,,0.0,,,,,,,,,,,0.0,,,,,,,,4248.4,2920.8,,,,,,,,,,,,,,,,,,,104.05143427,,,,,,,,,,,,,,,0.0,,,,,,,,,,91.067429709,,,,,,186.0189254,,,,,,,
Appling,2016,,36.5,14.2,17.9,8.9411222491,24.051211706,,,,,,,,,,,,,,,,,,,,,,3581.5,2968.3,,,,,,,,,,,,,,,,,,,79.687363549,,,,,,,,,,,,,,,,,,,,,,,,,86.215538847,,,,,,186.0189254,,,,,,,
Appling,2017,,34.2,15.064098856,18.638610508,7.0938999315,20.902255639,,,0.0,,,,,,,,,,,0.0,,,,,,,,3444.7,2802.2,,,,,,,,,,,,,,,,,,,82.409837132,,,,,,,,,,,,,,,0.0,,,,,,,,,,81.292602878,,,,,,161.14304131,,,,,,,
Appling,2018,,31.6,14.686055105,20.200401211,6.4250946458,19.165286519,,,,,,,,,,,,,,,,,,,,,,3366.3,2539.6,,,,,,,,,,,,,,,,,,,73.728721674,,,,,,,,,,,,,,,,,,,,,,,,,71.70492649,,,,,,161.14304131,,,,,,,
Appling,2019,,33.5,14.686055105,20.200401211,5.5285606306,17.608928094,,,,,,,,,,,,,,,,,,,,,,3883.4,2659.6,,,,,,,,,,,,,,,,,,,80.101317342,,,,,,,,,,,,,,,,,,,,,,,,,66.978193146,,,,,,379.19826652,,,,,,,
Appling,2020,38.8,34.0,14.310234745,20.18941483,4.3454223795,19.145356662,,,,,,4.2975712831,4.1561778933,,,,,,,,,,,,,,,3116.0,2510.2,,,,,,,,,,,,,,,,,,,93.023255814,,,,,,,,,,,,,42781.0,,,,,7237.0,18.495677821,,,,,,58.610895946,,,,,,379.19826652,,,,,,,
Appling,2021,34.3,31.0,15.860676715,24.549106075,3.879217709,18.718346951,,,,,,5.1793702062,5.2961440352,,,,,,,,,,,,,,,3559.1,2839.7,,,,,,,,,,,,,,,,,,,89.928057554,,,,,,,,,,,,,43821.0,,,,,6168.0,13.936220955,,,,,,53.626943005,,,,,,379.19826652,,,,,,,
Appling,2022,36.6,29.9,16.700185034,25.3,4.73366282,20.584402222,,,,,,5.9385208699,5.533206241,,,,,,,,,,,,,,,4324.9,3044.3,,,,,,,,,,,,,,,,,,,95.478859028,,,,,,,,,,,,,44871.0,,,,,4999.0,12.775244713,,,,,,49.379524302,,,,,,379.19826652,,,,,,,
Appling,2023,38.0,27.6,16.108220334,24.8,3.5745047373,19.856175382,,,,,,5.4535837175,4.3903831263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.478859028,,,,,,,,,,,,,46530.0,,,,,3028.0,12.775244713,,,,,,49.379524302,,,,,,,,,,,,,
Atkinson,2011,,34.8,6.0,17.2,,31.5,154.8873,,,,,,,,,,,,,,,,,,,,,2222.8,1141.1,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,71.4286,,,,,,,,,,,,,115.9,,,,,,,10412.5,,,,,,
Atkinson,2012,,58.1,3.9,14.9,16.2,28.7,146.79586076,,,,,,,,,,,,,,,,,,,,,6084.0,2728.2,,,,,,,,,,,,,,,,,,,,,,,,,44.567251983,,,,,,59.302325581,,,,,,,,,,,,,106.5,,,,,,,10204.17,,,,,,
Atkinson,2013,,44.3,3.7,16.2,14.0,32.0,155.13999987,,,,,,,,,,,,,,,,,,,,,5380.0,2991.6,,,,,,,,,,,,,,,,,,,,,,,,,38.094578449,,,,,,,,,,,,,,,,,,,93.689320388,,,,,,,10393.8,,,,,,
Atkinson,2014,,38.4,,,13.370749422,33.952680123,194.0526019,,,,,,,,,,,,,,,,,,,,,5460.3,3332.1,,,,,,,,,,,,,,,,,,,69.6,,,,,,38.094578449,,,,,,,,,,,,,,,,,,,91.646778043,,,,,,424.27813789,10393.8,,,,,,
Atkinson,2015,,38.4,,,10.995641971,30.364983535,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,5132.2,3012.6,,,,,,,,,,,,,,,,,,,86.074980872,,,,,,35.979234842,,,,,,,,,0.0,,118.75,,,,,,,,90.167865707,,,,,,424.27813789,,,,,,,11412.71
Atkinson,2016,,37.7,14.0,21.0,7.7453142227,31.877310694,,,,,,,,,,,,,,,,,,,,,,5572.3,3166.9,,,,,,,,,,,,,,,,,,,95.812973077,,,,,,37.632569278,,,,,,,,,,,98.63,,,,,,,,91.606714628,,,,,,424.27813789,,,,,,,10926.1
Atkinson,2017,,40.5,14.631043002,20.922521496,5.5785123967,27.935447969,,,,,,,,,,,,,,,,,,,,,,5634.1,2649.2,,,,,,,,,,,,,,,,,,,105.74889444,,,,,,32.551525639,,,,,,,,,,,109.79,,,,,,,,89.681774349,,,,,,,,,,,,,10457.6
Atkinson,2018,,41.6,14.423521048,23.552668782,5.2474508829,25.582036093,,,0.0,,,,,,,,,,,,,,,,,,,5520.1,3061.3,,,,,,,,,,,,,,,,,,,106.10591299,,,,,,37.764350453,,,,,,,,,0.0,,81.56,,,,,,,,81.265206813,,,,,,,,,,,,,10160.372512
Atkinson,2019,,36.5,14.423521048,23.552668782,4.4951923077,24.172884697,,,,,,,,,,,,,,,,,,,,,,5009.2,2535.2,,,,,,,,,,,,,,,,,,,105.95771324,,,,,,36.068220463,,,,,,,,,,,,,,,,,,,78.017664377,,,,,,,,,,,,,10902.115783
Atkinson,2020,34.8,42.2,13.949385202,21.822200509,3.5337310693,22.387419585,,529.2520288,,,,4.6174046313,4.570275717,,,,,,,,,,,,,,,3181.2,2192.3,,,,,,,,,,,,,,,,,,,103.53213108,,140.56789429,,113.57422286,,,,,,,,,36779.0,34.419261018,,,,5718.0,,,,,,,70.019723866,,57.220708447,62.038404727,77.868852459,,,,,,,,,10685.66786
Atkinson,2021,30.6,36.8,15.189826703,25.603802663,3.0457933972,24.870466321,,545.85637037,,,,5.1428541584,5.4454693259,145.49524342,,,,,,,,,,,,,,3956.6,1835.3,26.522001206,,,,,,17.24494723,,,,,,,,,,,,108.49909584,,142.12620807,,122.4403631,,,,,,,,,38581.0,31.040905015,,,,6459.0,,,,,,,65.982404692,,48.843187661,60.921248143,73.770491803,,,,,,,,,12374.62301
Atkinson,2022,38.4,33.8,15.508178619,25.5,3.87911592,23.802505527,,,,,542.402582,5.9128153167,5.9493040074,148.080647,,,,,,,,,,,,,,3910.5,2089.7,24.113817217,,,,,,17.214370557,,,,,,,,,,,,96.455268869,,,,,,,,,,,,,39633.0,25.821555835,,,,5385.0,,,,,,,56.640625,,45.226130653,44.709388972,,68.111455108,,,,,,,,11429.804405
Atkinson,2023,41.5,38.7,15.099607918,25.5,2.9091716633,25.75779342,,542.402582,,,,5.3627499567,4.8372751559,148.080647,,,,,,,,,,,,,,,,24.113817217,,,,,,17.214370557,,,,,,,,,,,,96.455268869,,,,,,,,,,,,,40303.0,25.821555835,,,,3087.0,,,,,,,56.640625,,45.226130653,44.709388972,68.111455108,,,,,,,,,11429.804405
Bacon,2011,,29.8,10.5,,,22.0,199.6714,,,,,,,,,,,,,,,,,,,,,5141.5,3775.8,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,52.381,,,0.0,,,,,,,,,,85.3,,,,,,,14962.1,,,,,,
Bacon,2012,,35.5,11.3,,10.3,24.0,166.86578716,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,5509.9,3572.1,,,,,,,,,,,,,,,,,,,,,,,,,47.006774506,,,,,,50.0,,,0.0,0.0,,,,,,,,,90.1,,,,,,,14336.43,,,,,,
Bacon,2013,,35.3,10.0,14.9,9.9,26.4,188.97999954,,0.0,,,,,,,,,,,0.0,,,,,,,,4903.7,3593.1,,,,,,,,,,,,,,,,,,,,,,,,,43.591979076,,,,,,,,,0.0,,,,,,,,,,96.085409253,,,,,,333.20639756,10791.92,,,,,,
Bacon,2014,,33.8,,,9.8342541436,26.652609383,136.29591372,,,,,,,,,,,,,,,,,,,,,4671.6,3980.1,,,,,,,,,,,,,,,,,,,116.6,,,,,,43.591979076,,,,,,,,,,,,,,,,,,,91.592920354,,,,,,,10791.92,,,,,,
Bacon,2015,,36.5,,,8.282402529,25.204634846,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,4752.6,3203.8,,,,,,,,,,,,,,,,,,,102.48480708,,,,,,40.120101465,,,,,,,,,0.0,,125.03,,,,,,,,93.286835222,,,,,,,,,,,,,10996.64
Bacon,2016,,39.4,15.1,18.2,6.963329213,25.350616235,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,3244.8,3244.8,,,,,,,,,,,,,,,,,,,94.902143356,,,,,,37.274106064,,,,,,,,,0.0,0.0,112.97,,,,,,,,83.156554943,,,,,,,,,,,,,11531.4
Bacon,2017,,36.8,16.254371818,17.843950469,5.4639380091,22.027786616,,,,,,,,,,,,,,,,,,,,,,3807.8,3869.6,,,,,,,,,,,,,,,,,,,99.649447479,,,,,,31.87677713,,,,,,,,,,,109.14,,,,,,,,73.571722154,,,,,,,,,,,,,10970.7
Bacon,2018,,34.5,15.757069254,19.999158482,5.3273688491,20.17300299,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,3907.0,3460.0,17.741191498,,,,,,,,,,,,,,,,,,97.576553241,,,,,,35.593974449,,,,,,,,,0.0,0.0,98.21,,,,,,,,53.375196232,,,,,,,,,,,,,11807.271769
Bacon,2019,,42.7,15.757069254,19.999158482,4.5374189747,18.625040094,,,,,,,,,,,,,,,,,,,,,,4245.8,3591.9,,,,,,,,,,,,,,,,,,,88.515941721,,,,,,31.690497921,,,,,,,,,,,,,,,,,,,47.545419405,,,,,,,,,,,,,11414.503045
Bacon,2020,37.4,33.6,15.132918768,19.37887099,3.8164919913,19.383212075,,607.71354685,0.0,,,4.2980054941,4.0586508422,,,,,,,0.0,,,,,,,,3080.8,2908.7,17.712909168,,,,,,,,,,,,,,,,,,85.021964007,,,,,,,,,,,,,38775.0,27.894002789,0.0,,,9126.0,,,,,,,44.724770642,,66.810344828,56.338028169,37.674919268,,,,,20556.158625,,9524.8493951,,10877.353773
Bacon,2021,43.5,31.1,15.671412173,24.946271792,3.5440998792,19.422222222,,565.75700737,56.0,56.0,,5.085538288,5.152440388,,,,,,,45.1,45.1,,,,,,,3213.3,3068.9,17.749693818,,,,,,,,,,,,,,,,,,81.648591562,,,,,,,,,,,,,41807.0,27.906032777,2.7,2.7,,9190.0,,,,,,,38.388445458,,59.866962306,44.06779661,32.568072611,,,,,15256.789586,,9888.4652351,,10293.068905
Bacon,2022,38.4,29.0,16.512531973,25.2,4.87962167,19.577670448,,,,,627.17099373,6.0193916087,5.5629099646,,,,,,,,,,,,,,,3404.5,3306.2,24.966117412,,,,,,,,,,,,,,,,,,82.03152864,,106.46225913,,,79.692820401,,,,,,,,41756.0,31.783970708,,,,10029.0,,,,,,,38.182512409,,55.813953488,58.823529412,,30.999465526,,,,15445.220506,,,12715.129935,12649.824162
Bacon,2023,40.0,35.7,16.500445111,25.3,3.2458135208,18.625302733,,627.17099373,,,,5.2834201135,4.3773142026,,,,,,,,,,,,,,,,,24.966117412,,,,,,,,,,,,,,,,,,82.03152864,,106.46225913,,79.692820401,,,,,,,,,43154.0,31.783970708,,,,9221.0,,,,,,,38.182512409,,55.813953488,58.823529412,30.999465526,,,,,15445.220506,,12715.129935,,12649.824162
Baker,2011,,36.5,,,,19.5,51.5826,,,0.0,,,,,,,,,,,0.0,,,,,,,3987.0,2204.2,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,42.3,,,,,,,10895.7,,,,,,
Baker,2012,,40.6,,,10.0,24.4,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,3357.1,1544.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,32.7,,,,,,,11404.12,,,,,,
Baker,2013,,41.9,,,8.9,22.6,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,3921.0,1676.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,34.587995931,,,,,,26.802465827,9015.07,,,,,,
Baker,2014,,41.5,,,8.6956521739,19.36530833,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,5314.9,1996.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,41.349292709,,,,,,,9015.07,,,,,,
Baker,2015,,43.2,,,7.7868852459,19.885755087,,,0.0,,,,,,,,,,,0.0,,,,,,,,5345.9,2327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,45.296167247,,,,,,224.50288647,,,,,,,6912.96
Baker,2016,,41.3,12.8,17.8,8.867427568,22.969086988,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,5428.6,2285.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,43.103448276,,,,,,224.50288647,,,,,,,6298.4
Baker,2017,,41.9,13.276732603,18.769441543,7.261592301,19.145747471,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,4500.0,2593.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,45.07,,,,,,,,35.57312253,,,,,,224.50288647,,,,,,,
Baker,2018,,42.8,13.818967853,18.219631253,7.6988155668,14.263625821,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,4948.3,3169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,35.767511177,,,,,,224.50288647,,,,,,,
Baker,2019,,40.0,13.818967853,18.219631253,6.3114754098,16.06505355,,,0.0,,,,,,,,,,,0.0,,,,,,,,4970.4,2765.0,,,,,,,,,,,,,,,,,,,68.212824011,,,,,,,,,,,,,,,0.0,,,,,,,,,,36.474164134,,,,,,,,,,,,,
Baker,2020,35.2,43.2,13.160864989,17.118404591,5.094494659,19.1636216,,481.89389811,0.0,,,3.9801754647,3.7436048503,,,,,,,0.0,,,,,,,,3702.5,2760.0,,,,,,,,,,,,,,,,,,,81.879448258,,,,,,,,,,,,,38288.0,,0.0,,,10012.0,,,,,,,27.43902439,,,,,,,,,,,,,
Baker,2021,36.1,39.8,15.717050323,21.905769263,4.7291487532,17.125900805,,396.59994618,,,,4.6917173391,4.6922040688,,,,,,,,,,,,,,,4966.3,2908.8,,,,,,,,,,,,,,,,,,,83.014048531,,,,,,,,,,,,,39515.0,,,,,,,,,,,,23.364485981,,,,,,,,,,,,,
Baker,2022,37.8,39.5,16.878442826,22.7,6.02620087,18.057996485,,,,,408.77263673,5.5367124527,5.0170191281,,,,,,,,,,,,,,,4340.0,3694.4,,,,,,,,,,,,,,,,,,,103.55316808,,,,,,,,,,,,,43696.0,,,,,,,,,,,,19.292604502,,,,,,,,,,,,,
Baker,2023,42.8,41.5,14.824204406,22.8,4.9339207048,18.796992481,,408.77263673,,,,5.1421639607,4.1870673436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.55316808,,,,,,,,,,,,,44106.0,,,,,,,,,,,,19.292604502,,,,,,,,,,,,,
Baldwin,2011,,27.3,10.4,17.0,,20.1,72.3479,,,,,,,,,,,,,,,,,,,,,3928.7,2449.5,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,62.4161,,,,,,,,,,,,,39.4,,,,,,,8677.8,,,,,,
Baldwin,2012,,34.5,13.3,18.4,15.7,21.4,66.722719543,,0.0,,,,,,,,,,,,,,,,,,,4337.1,2682.9,,,,,,,6.599,,,,,,,,,,,,,,,,,,18.854584021,,,,,,71.948051948,,,0.0,,,,,,,,,,41.5,,,,,,764.84051337,8385.66,,,,,,
Baldwin,2013,,35.9,14.3,16.7,13.7,20.2,80.159999847,,0.0,,,,,,,,,,,0.0,,,,,,,,3216.8,2198.1,,,,,,,7.650360179,,,,,,,,,,,,,,,,,,13.158619508,,,,,,,,,0.0,,,,,,,,,,34.700315457,,,,,,853.74397793,7889.11,,,,,,
Baldwin,2014,,36.7,14.8,24.1,11.995104039,19.051094891,64.653702587,,,10.7,,,,,,,,,,,10.9,,,,,,,2546.3,2004.0,,,,,,,7.650360179,,,,,,,,,,,,49.5,,,,,,13.158619508,,,,,,,,,,1.2,,,,,,,,,32.298923369,,,,,,633.40395175,7889.11,,,,,,
Baldwin,2015,,40.2,14.8,24.1,11.182090239,18.753186427,,,0.0,,,,,48.796356539,,,,,,0.0,,,,,,,,2696.9,1962.2,,,,,,,7.0,,,,,,5.8,,,,,,43.206622711,,,,,,12.603944112,,,,,,,,,0.0,,65.05,,,,,,,,30.306864916,,,,,,504.62635011,,,,,,,7898.11
Baldwin,2016,,34.8,14.4,19.3,8.9077643472,19.065500932,,,0.0,0.0,,,,63.046517365,,,,,,0.0,0.0,7.9528612226,,,,,,2618.3,1809.8,,,,,,,6.8,,,,,,5.4659743099,,,,,,47.467665375,,,,,,11.390889136,,,,,,,,,0.0,0.0,56.17,,,,,,,,28.18239392,,,,,,504.62635011,,,,,,,8363.5
Baldwin,2017,,35.5,14.863487265,21.249248948,7.7632634353,16.395600538,,,,,,,,78.396236981,,,,,,,,8.0054145713,,,,,,2868.2,2131.1,14.5,,,,,,6.5,,,,,,6.4734027582,,,,,,56.093360387,,,,,,10.591966305,,,,,,,,,,,56.12,,,,,,,,25.133282559,,,,,,563.72566802,,,,,,,8611.9
Baldwin,2018,,33.8,13.976129117,24.107592829,6.8155177226,14.529813463,,,0.0,,,,,101.82435299,,,,,,,,,,,,,,3531.7,2478.6,19.220856377,,,,,,7.2087884534,,,,,,9.3261131167,,,,,,61.594107934,,,,,,12.537023397,,,,,,,,,0.0,,50.08,,,,,,,,19.51344759,,,,,,563.72566802,,,,,,,8803.7406225
Baldwin,2019,,32.5,13.976129117,24.107592829,5.9444288521,15.034753702,,,0.0,,,,,97.23731625,,,,,,0.0,,,,,,,,3390.5,2408.1,23.3,,,,,,9.1,,,,,,9.9875156055,,,,,,72.101540071,,,,,,15.711363401,,,,,,,,,0.0,,,,,,,,,,17.80926848,,,,,,689.41443407,,,,,,,9659.2241558
Baldwin,2020,37.1,31.3,14.379550372,19.817938403,5.0387596899,15.912636505,,498.24181652,,,,4.2515303365,4.2452571407,89.831638123,,109.13456292,,75.570211597,,,,,,,,,,3155.3,2135.3,22.542333176,,21.858606045,,23.237478734,,9.7286338801,,,,,,9.6961861668,,,,,,68.953019126,,56.207844117,,82.161085522,,,,14.858068303,,16.41737662,,,42727.0,15.063691169,,,,4560.0,15.525180729,,,,,,16.303663603,,28.453088421,,9.4890510949,,689.41443407,,,12423.407559,,8627.8134389,,10135.292221
Baldwin,2021,40.7,29.4,15.849844616,22.64608528,4.2391866276,16.063285249,,499.81102494,,20.4,,4.7991567711,4.7176007733,79.379079203,,94.141100897,,69.681555292,,,16.0,7.4283719237,,,,,,3355.3,2272.7,22.644324267,,23.963076025,,23.42723751,,10.404514929,,,,,,9.25008259,,,,,,67.9329728,,60.428626499,,78.64858307,,,,14.123558839,,18.926176084,,,44429.0,16.07970489,,1.1,,4912.0,16.103953105,,,,,,14.25,,24.698034974,,8.3548220732,,689.41443407,,,12071.138521,,9502.2300283,,10323.046544
Baldwin,2022,39.5,30.9,16.556346194,22.5,6.92338275,16.931283339,,,16.1,27.6,523.49663729,5.5084118399,4.9346639888,71.522231494,,,,,,11.5,20.6,,,,,,,3866.2,2298.6,20.901708603,,23.926929239,,,20.170609741,11.700344686,,,,,,8.8046054859,,,,,,72.044187101,,73.861390259,,,75.639786528,,,18.583768194,,,20.825771595,,49350.0,18.973531923,1.0,1.7,,4101.0,12.627108887,,,,,,13.832888779,,23.741007194,,,8.173273396,689.41443407,,,12609.998996,,,9932.4902754,10743.880714
Baldwin,2023,42.9,31.6,16.214173632,20.6,4.771304495,16.211287433,,523.49663729,,,,5.5666699945,4.0582728826,71.522231494,,,,,,,,,,,,,,,,20.901708603,,23.926929239,,20.170609741,,11.700344686,,,,,,8.8046054859,,,,,,72.044187101,,73.861390259,,75.639786528,,,,18.583768194,,20.825771595,,,44685.0,18.973531923,,,,2675.0,12.627108887,,,,,,13.832888779,,23.741007194,,8.173273396,,,,,12609.998996,,9932.4902754,,10743.880714
Banks,2011,,21.5,8.2,,,23.6,95.3123,,,38.0,,,,,,,,,,,32.9,,,,,,,4043.6,2651.9,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,44.8276,,,,4.2,,,,,,,,,62.4,,,,,,,9218.4,,,,,,
Banks,2012,,24.7,7.3,,7.3,24.3,89.372092721,,,24.9,,,,,,,,,,,27.3,,,,,,,4002.0,2691.6,,,,,,,,,,,,,,,,,,,,,,,,,23.192128948,,,,,,62.569832402,,,,3.0,,,,,,,,,59.5,,,,,,703.80650278,9280.39,,,,,,
Banks,2013,,28.0,7.1,,7.3,25.7,81.359999895,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,4154.2,2177.6,,,,,,,,,,,,,,,,,,,,,,,,,26.204806944,,,,,,,,,0.0,0.0,,,,,,,,,49.641886886,,,,,,579.65451056,8052.25,,,,,,
Banks,2014,,26.9,,27.5,6.6354410617,24.370644736,62.685519513,,,,,,,,,,,,,,,,,,,,,4859.3,3175.7,,,,,,,,,,,,,,,,,,,81.9,,,,,,26.204806944,,,,,,,,,,,,,,,,,,,48.998310403,,,,,,353.782322,8052.25,,,,,,
Banks,2015,,27.4,,27.5,6.2767177562,23.323763955,,,,,,,,,,,,,,,,,,,,,,5044.6,3119.8,,,,,,,,,,,,,,,,,,,87.793422078,,,,,,27.037988374,,,,,,,,,,,77.48,,,,,,,,45.476190476,,,,,,230.72208803,,,,,,,8926.56
Banks,2016,,27.4,16.2,16.5,6.6419753086,23.380029425,,,,,,,,,,,,,,,,,,,,,,4979.1,3500.6,,,,,,,,,,,,,,,,,,,75.339848228,,,,,,28.326828654,,,,,,,,,,,59.08,,,,,,,,44.829222011,,,,,,230.72208803,,,,,,,7922.6
Banks,2017,,24.4,16.738282743,17.249787616,5.4398431757,20.113001689,,,26.2,26.2,,,,,,,,,,26.8,26.8,,,,,,,4701.1,2999.9,13.1,,,,,,,,,,,,,,,,,,77.365645295,,,,,,26.484907498,,,,,,,,,2.7,2.7,67.15,,,,,,,,44.45495389,,,,,,155.78016882,,,,,,,8805.9
Banks,2018,,23.0,16.037026524,19.476914701,4.8526077098,18.539107951,,,,,,,,64.448089993,,,,,,,,,,,,,,3370.5,2596.4,14.143040536,,,,,,,,,,,,,,,,,,79.418612241,,,,,,30.335086027,,,,,,,,,,,69.32,,,,,,,,34.99034749,,,,,,155.78016882,,,,,,,8304.8596868
Banks,2019,,19.4,16.037026524,19.476914701,3.9601817788,17.230547739,,,,22.5,,,,88.888888889,,,,,,,26.0,19.810539207,,,,,,4086.5,2781.5,11.9,,,,,,,,,,,,,,,,,,78.060627087,,,,,,27.173280125,,,,,,,,,,2.6,,,,,,,,,31.679764244,,,,,,194.75777002,,,,,,,9555.7140335
Banks,2020,34.1,19.5,16.297344364,17.722278257,3.1138603481,19.340388236,,431.46238495,,,,3.9671325351,3.6682249606,106.75523397,,,,,,,,,,,,,,2997.1,2025.6,17.239707356,,,,,,,,,,,,,,,,,,89.430981909,,,,,,,,,,,,,55384.0,27.790643817,,,,6769.0,20.744910845,,,,,,27.570789866,,,,,,194.75777002,,,,,,,9994.1537265
Banks,2021,32.5,19.1,17.582272963,23.474141639,2.7454242928,21.529963389,,429.16020068,31.6,40.3,,4.9778858134,4.6980199085,124.55516014,,,,,,26.9,37.7,21.105951878,,,,,,3054.6,2241.1,14.933651918,,,,,,,,,,,,,,,,,,88.535222085,,,,,,,,,,,,,53481.0,26.82855785,1.8,2.5,,5233.0,18.909545813,,,,,,27.462836987,,,26.109660574,27.785988767,,194.75777002,,,,,,,9727.2054265
Banks,2022,34.0,17.2,18.973064799,23.8,4.28512988,21.309077031,,,,,420.33329674,5.7989907326,5.1376488462,113.38545086,,,,,,,,19.105846389,,,,,,3047.4,2307.5,13.741345595,,,,,,,,,,,,14.46131598,,,,,,85.619153322,,,,,,,,,,,,,62836.0,26.63723886,,,,5438.0,17.73330894,,,,,,24.047070862,,,26.041666667,,23.802350105,194.75777002,,,,,,,9607.6583348
