County,Year,% Adults with Obesity,% Children in Poverty,% Excessive Drinking,% Smokers,% Unemployed,% Uninsured,ACSC Rate,Age-Adjusted Death Rate,Age-Adjusted Death Rate-All Opioids,Age-Adjusted Death Rate-Drug Overdoses,Age-adjusted Death Rate,Average Number of Mentally Unhealthy Days,Average Number of Physically Unhealthy Days,Child Mortality Rate,Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),Child Mortality Rate (white),Death Rate-All Opioids,Death Rate-Drug Overdoses,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (White),Drug Overdose Mortality Rate (white),ER Visit Rate-All Other Unintentional Injury,ER Visit Rate-Falls,Firearm Fatalities Rate,Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (White),Firearm Fatalities Rate (white),Homicide Rate,Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (White),Homicide Rate (white),Infant Mortality Rate,Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),Infant Mortality Rate (white),Injury Death Rate,Injury Death Rate (Asian),Injury Death Rate (Black),Injury Death Rate (Hispanic),Injury Death Rate (White),Injury Death Rate (white),MV Mortality Rate,MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (White),MV Mortality Rate (white),Mammography Rate,Median Household Income,Motor Vehicle Mortality Rate,Percent of Deaths by Cause-All Opioids,Percent of Deaths by Cause-Drug Overdoses,Preventable Hosp. Rate,Preventable Hospitalization Rate,Suicide Rate (Age-Adjusted),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (White),Suicide Rate (white),Teen Birth Rate,Teen Birth Rate (Asian),Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),Teen Birth Rate (white),Violent Crime Rate,YPLL Rate,YPLL Rate (Asian),YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),YPLL Rate (white),Years of Potential Life Lost Rate
Brooks,2023,39.8,36.0,14.822278261,22.9,3.738454772,16.006433046,,514.31207757,,,,5.2687465719,4.3012682389,96.704604627,,,,,,,,,,,,,,,,16.752361439,,,,,,,,,,,,,,,,,,78.607234443,,87.773836082,,83.277065046,,,,,,,,,40936.0,19.323315881,,,,4161.0,15.838413671,,,,,,35.752592063,,47.363717605,47.101449275,24.799416484,,,,,13903.866225,,9733.7831026,,10563.373483
Bryan,2011,,15.0,13.5,24.7,,19.0,62.6244,,,0.0,,,,,,,,,,,0.0,,,,,,,3289.0,2065.2,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,68.8525,,,0.0,0.0,,,,,,,,,43.2,,,,,,,7564.9,,,,,,
Bryan,2012,,16.7,8.9,25.2,8.3,17.9,72.649432776,,,,,,,,,,,,,,,,,,,,,3318.4,1989.8,,,,,,,,,,,,,,,,,,,,,,,,,23.66172791,,,,,,68.58974359,,,,,,,,,,,,,40.9,,,,,,193.24520181,6716.31,,,,,,
Bryan,2013,,19.1,15.4,22.9,8.3,17.7,81.329999924,,,,,,,,,,,,,,,,,,,,,3124.5,1918.1,,,,,,,,,,,,,,,,,,,,,,,,,23.777723814,,,,,,,,,,,,,,,,,,,41.361540548,,,,,,174.91147119,7642.43,,,,,,
Bryan,2014,,16.0,14.3,13.1,7.6332124639,17.804636698,71.418406692,,,,,,,,,,,,,,,,,,,,,3087.9,1728.3,,,,,,,,,,,,,,,,,,,56.5,,,,,,23.777723814,,,,,,,,,,,,,,,,,,,40.578545601,,,,,,155.02373801,7642.43,,,,,,
Bryan,2015,,14.5,14.3,13.1,7.0855127113,16.563488788,,,,,,,,58.244348911,,,,,,,,,,,,,,2567.1,1662.1,,,,,,,,,,,,,,,,,,,52.944982973,,,,,,20.609958924,,,,,,,,,,,68.52,,,,,,,,37.584966014,,,,,,155.54787418,,,,,,,8089.96
Bryan,2016,,16.8,17.9,15.4,6.492248062,15.817883126,,,0.0,0.0,,,,65.015983096,,,,,,0.0,0.0,,,,,,,2470.3,1565.0,,,,,,,,,,,,,,,,,,,54.788237093,,,,,,19.5851675,,,,,,,,,0.0,0.0,55.61,,,,,,,,35.770647028,,,,,,155.54787418,,,,,,,8126.4
Bryan,2017,,16.2,18.461114008,16.042006916,5.1761277243,13.798541297,,,13.1,13.1,,,,58.93053883,,,,,,13.5,13.5,,,,,,,2528.3,1497.6,18.1,,,,,,4.9,,,,,,5.7175528874,,,,,,57.301059768,,,,,,17.698253625,,,,,,,,,1.8,1.8,45.9,,,,,,,,32.635548043,,,,,,144.0878327,,,,,,,7907.2
Bryan,2018,,12.5,17.752006569,18.311661059,4.9390905801,12.852425705,,,15.8,18.6,,,,64.565795028,,,,,,,18.4,,,,,,,2366.9,1556.1,16.994444575,,,,,,4.7361939945,,,,,,,,,,,,58.601533016,,,,,,18.944775978,,,,,,,,,2.1,2.4,45.52,,,,,,,,26.01010101,,,,,,144.0878327,,,,,,,8299.3966027
Bryan,2019,,12.9,17.752006569,18.311661059,4.2251082251,12.403985563,,,,,,,,43.319214478,,,,,,,,11.989633578,,,,,,2677.5,1726.1,16.5,,,,,,4.2,,,,,,,,,,,,64.391133398,,,,,,17.567267997,,,,,,,,,,,,,,,,,,,23.478795329,,,,,,258.11051693,,,,,,,8215.2579491
Bryan,2020,35.1,11.5,18.114208878,16.512096342,3.4027311395,12.216420598,,441.20583074,14.6,17.0,,3.6797321008,3.2504441139,42.003080226,,,,,,14.7,17.2,14.362786021,,,,,,1531.1,1101.7,15.517451591,,,,,,4.4749464023,,,,,,,,,,,,66.503363962,,75.971347949,,70.213819558,,,,,,,,,79658.0,16.679345681,1.7,2.0,,4627.0,17.590057652,,,,,,20.102295706,,19.946808511,14.14427157,20.053475936,,258.11051693,,,11344.859747,,7983.1723152,,8094.2857431
Bryan,2021,39.6,10.4,18.728341461,16.839657442,2.9968281746,12.74839767,,423.00111459,15.5,17.9,,4.0994037686,3.8137816668,36.136142918,,,,,,14.9,17.0,15.67998885,,,,,,1231.4,860.7,16.114910052,,,,,,5.1337540379,,,,,,,,,,,,73.054258902,,94.87332654,,74.800771023,,,,30.848329049,,18.982836352,,,79296.0,19.350303681,2.0,2.2,,4313.0,17.229852064,,,,,,19.808821836,,20.182291667,12.69035533,20.244897959,,258.11051693,,,9310.3124452,,7758.6154192,,7691.2152738
Bryan,2022,33.6,9.8,19.283200549,16.7,5.2676568,12.616190637,,,19.2,21.0,459.71517089,4.9045417696,3.9907703491,24.082141997,,,,,,18.7,20.7,15.191027167,,,,,,1650.6,1099.0,16.164270705,,,,,,4.9842039076,,,,,,,,,,,,75.607072651,,108.86945871,,,76.490691293,,,32.309374689,,,19.558794766,,81890.0,19.93681563,2.4,2.7,,3155.0,16.646370121,,,,,,18.50210503,,21.752641392,11.261261261,,18.828785703,258.11051693,,,10626.86542,,,8797.4172852,8660.6326252
Bryan,2023,34.8,11.2,17.824797957,15.7,2.8802654067,15.362278761,,459.71517089,,,,4.7106292746,3.0285346139,24.082141997,,,,,,,,15.191027167,,,,,,,,16.164270705,,,,,,4.9842039076,,,,,,,,,,,,75.607072651,,108.86945871,,76.490691293,,,,32.309374689,,19.558794766,,,87334.0,19.93681563,,,,2613.0,16.646370121,,,,,,18.50210503,,21.752641392,11.261261261,18.828785703,,,,,10626.86542,,8797.4172852,,8660.6326252
Bulloch,2011,,23.7,18.7,22.5,,29.5,73.3488,,,,,,,,,,,,,,,,,,,,,3795.2,1855.1,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,61.1111,,,,,,,,,,,,,28.9,,,,,,,7923.5,,,,,,
Bulloch,2012,,31.7,15.2,19.6,10.1,22.0,83.090626688,,,8.5,,,,,,,,,,,6.9,,,,,,,3795.4,1864.0,,,,,,,,,,,,,,,,,,,,,,,,,17.717074428,,,,,,62.857142857,,,,1.0,,,,,,,,,32.7,,,,,,658.28006187,7819.68,,,,,,
Bulloch,2013,,30.8,13.7,20.9,10.2,23.0,92.559999943,,,11.0,,,,,,,,,,,9.8,,,,,,,3674.8,1801.6,,,,,,,2.6094955193,,,,,,,,,,,,,,,,,,18.049010675,,,,,,,,,,1.5,,,,,,,,,28.245045798,,,,,,526.88979908,8036.3,,,,,,
Bulloch,2014,,31.2,15.3,19.4,10.405471422,25.785164167,77.180763549,,,,,,,,,,,,,,,,,,,,,3759.3,1910.2,,,,,,,2.6094955193,,,,,,,,,,,,53.0,,,,,,18.049010675,,,,,,,,,,,,,,,,,,,26.286220164,,,,,,370.5359691,8036.3,,,,,,
Bulloch,2015,,29.8,15.3,19.4,9.1680300551,22.358947506,,,,,,,,73.239633104,,,,,,,,,,,,,,3666.8,2001.3,,,,,,,3.0,,,,,,8.5,,,,,,52.634274301,,,,,,16.61288246,,,,,,,,,,,72.4,,,,,,,,25.979835518,,,,,,249.28145551,,,,,,,7838.11
Bulloch,2016,,34.8,17.0,20.3,7.4434974839,21.936916323,,,,,,,,65.499172642,,,,,,,,6.9446051992,,,,,,3594.7,2143.9,,,,,,,3.3,,,,,,7.9132977808,,,,,,52.586585078,,,,,,16.5825936,,,,,,,,,,,64.6,,,,,,,,24.016333875,,,,,,249.28145551,,,,,,,7981.4
Bulloch,2017,,31.3,16.582860588,19.446212178,5.9589728877,19.105230207,,,7.5,8.8,,,,64.666541872,,,,,,7.9,9.2,5.5567903979,,,,,,3721.7,1946.2,13.6,,,,,,4.4,,,,,,8.1188460874,,,,,,52.278253077,,,,,,13.190977371,,,,,,,,,1.0,1.2,66.1,,,,,,,,22.133702806,,,,,,171.05148512,,,,,,,7467.7
Bulloch,2018,,27.3,16.833364837,21.886220222,5.7134076495,17.872354697,,,,,,,,62.755474143,,,,,,,,,,,,,,3741.5,2013.0,12.659342595,,,,,,4.541272267,,,,,,8.0908934412,,,,,,51.187776579,,,,,,14.413603282,,,,,,,,,,,60.26,,,,,,,,18.247031375,,,,,,171.05148512,,,,,,,7682.5528136
Bulloch,2019,,26.3,16.833364837,21.886220222,5.0004036924,17.032572119,,,,10.4,,,,63.685727693,,,,,,,10.0,4.9212158087,,,,,,3847.6,2065.1,11.7,,,,,,4.5,,,,,,8.5222430544,,,,,,53.704375135,,,,,,15.417702645,,,,,,,,,,1.4,,,,,,,,,17.369987743,,,,,,184.83128043,,,,,,,7871.3246759
Bulloch,2020,30.0,24.4,16.820874402,19.37250384,4.1809988534,16.779862877,,423.86559706,,,,4.4251121515,4.2746676695,67.83699267,,84.320981871,,62.255425116,,,,4.3827547367,,,,,,3033.2,1771.4,12.335581448,,,,,,4.0633652791,,6.5517919151,,2.99234558,,8.083529808,,10.51625239,,7.242003621,,53.096633191,,33.49932096,,65.266282275,,,,13.10358383,,17.355604364,,,43766.0,15.479486778,,,,6884.0,11.016909364,,,,,,16.140576909,,25.58219571,45.512010114,10.479713069,,184.83128043,,,9992.1958197,,7383.949598,,7875.8548831
Bulloch,2021,36.6,21.4,17.074779165,20.088308462,3.7493158183,15.917976542,,404.53940935,,7.8,,4.9108262678,4.6405597279,60.292991347,,82.762425859,,52.631578947,,,8.5,6.0072172424,,,,,,2920.8,1649.6,11.828844506,,,,,,3.6278442776,,,,,,7.7194160094,,10.973282443,,6.6205236232,,51.784052615,,32.694754701,,64.14106131,,,,13.557833846,,17.15362252,,,48788.0,15.466072973,,0.9,,6542.0,11.786648657,,,,,,14.811694921,,23.842117271,41.128084606,9.2460881935,,184.83128043,,,9666.6300164,,6841.8501987,,7477.8929994
Bulloch,2022,37.5,23.1,16.542097212,21.1,6.53430578,16.675610834,,,6.7,12.5,426.44140752,5.5925147937,4.9575382684,63.96520293,,89.95637116,,,54.723502304,6.0,10.8,5.4680894916,,,,,,2949.7,1828.8,12.6089127,,11.222278813,,,14.421459131,5.0623228187,,8.2113215175,,,4.0785648113,7.4676402257,,,,,,56.611444776,,37.983097522,,,68.90252696,,,15.791002918,,,16.896911361,,48629.0,15.936942207,0.7,1.3,,5716.0,10.84160555,,,,,,14.031226357,,23.588596982,34.707158351,,8.372242795,184.83128043,,,11283.149382,,,6926.3802226,8045.2885523
Bulloch,2023,38.1,25.3,16.877260639,20.3,4.1169670538,18.026469566,,426.44140752,,,,4.9278517476,3.7531517274,63.96520293,,89.95637116,,54.723502304,,,,5.4680894916,,,,,,,,12.6089127,,11.222278813,,14.421459131,,5.0623228187,,8.2113215175,,4.0785648113,,7.4676402257,,,,,,56.611444776,,37.983097522,,68.90252696,,,,15.791002918,,16.896911361,,,53105.0,15.936942207,,,,4891.0,10.84160555,,,,,,14.031226357,,23.588596982,34.707158351,8.372242795,,,,,11283.149382,,6926.3802226,,8045.2885523
Burke,2011,,44.5,10.9,15.5,,20.3,119.2545,,,,,,,,,,,,,,,,,,,,,5322.5,2791.0,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,67.1875,,,,,,,,,,,,,84.3,,,,,,,12554.5,,,,,,
Burke,2012,,47.0,10.6,12.4,11.0,20.3,110.31018216,,0.0,,,,,,,,,,,,,,,,,,,4557.8,2715.7,,,,,,,,,,,,,,,,,,,,,,,,,40.447284743,,,,,,61.538461538,,,0.0,,,,,,,,,,77.1,,,,,,,12926.45,,,,,,
Burke,2013,,43.4,10.0,10.3,11.4,20.4,111.80999994,,,,,,,,,,,,,,,,,,,,,4388.6,2678.5,,,,,,,11.788794441,,,,,,,,,,,,,,,,,,32.884531861,,,,,,,,,,,,,,,,,,,73.315719947,,,,,,760.82445705,11116.66,,,,,,
Burke,2014,,45.9,,8.8,11.575010109,20.453994277,77.678414359,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,3972.0,2289.8,,,,,,,11.788794441,,,,,,,,,,,,98.8,,,,,,32.884531861,,,,,,,,,0.0,0.0,,,,,,,,,72.202768051,,,,,,857.64040052,11116.66,,,,,,
Burke,2015,,46.0,,8.8,11.199248513,20.772390303,,,,,,,,96.49529103,,,,,,,,,,,,,,3807.4,2092.8,,,,,,,13.3,,,,,,10.2,,,,,,88.681487094,,,,,,35.186705598,,,,,,,,,,,75.81,,,,,,,,68.860759494,,,,,,857.64040052,,,,,,,10662.66
Burke,2016,,42.4,12.9,20.8,10.135640286,20.042633102,,,,,,,,90.78708455,,,,,,,,,,,,,,4760.2,2217.0,,,,,,,13.7,,,,,,10.327022375,,,,,,87.080225891,,,,,,30.239260434,,,,,,,,,,,60.18,,,,,,,,65.146579805,,,,,,857.64040052,,,,,,,10328.8
Burke,2017,,37.9,13.427209306,19.956434699,8.0495016975,18.435233161,,,,,,,,82.750630974,,,,,,,,,,,,,,4431.2,2193.4,17.4,,,,,,9.9,,,,,,8.8573959256,,,,,,90.430064518,,,,,,29.732592496,,,,,,,,,,,53.48,,,,,,,,60.62212796,,,,,,648.90635001,,,,,,,10757.4
Burke,2018,,39.7,13.20623189,21.97771306,7.6446722187,15.87723412,,,0.0,20.8,,,,92.100305606,,,,,,,22.3,,,,,,,3723.9,1926.6,24.520535949,,,,,,11.800509285,,,,,,11.167985109,,,,,,102.46081093,,,,,,31.675051239,,,,,,,,,0.0,1.9,64.31,,,,,,,,49.935269096,,,,,,648.90635001,,,,,,,10609.233025
Burke,2019,,34.7,13.20623189,21.97771306,7.0788057812,13.389893028,,,,31.8,,,,96.960499136,,,,,,,31.3,16.187182694,,,,,,4137.1,2050.7,25.5,,,,,,11.2,,,,,,11.870845204,,,,,,105.64589258,,,,,,30.583711989,,,,,,,,,,3.0,,,,,,,,,44.465468307,,,,,,619.77068485,,,,,,,11188.657883
Burke,2020,34.5,33.2,13.009483052,20.506947721,5.9997864845,15.179476239,,531.78893173,,,,4.3539433102,4.3174071858,127.10248697,,115.37574033,,149.49279231,,,,16.264249701,,,,,,3611.8,1611.6,23.875423347,,18.382690858,,31.419805567,,10.682753637,,,,,,14.527845036,,,,,,101.69161796,,79.045570691,,125.67922227,,,,35.095472684,,31.610141587,,,42785.0,32.676658183,,,,5367.0,19.715681523,,,,,,39.189447524,,44.481605351,,31.894013739,,619.77068485,,,13064.491713,,12655.542472,,12288.659928
Burke,2021,39.0,36.3,14.246492695,24.088734316,5.0797465589,14.039448798,,512.49172407,,,,5.0149340294,5.0922875473,127.98088819,,133.00993662,,138.41567291,,,,20.793726236,,,,,,3447.1,1764.7,23.057617439,,22.253542022,,25.866050808,,11.995479598,,,,,,14.229636899,,,,,,103.75927847,,89.014168088,,123.78752887,,,,36.778227289,,27.699734874,,,42632.0,31.567051574,,,,6540.0,15.836318863,,,,,,35.748792271,,40.795337676,,28.850855746,,619.77068485,,,13516.220786,,10974.640789,,11843.117489
Burke,2022,38.3,31.6,15.871180007,23.7,7.16818081,15.109441359,,,,29.5,585.54964401,5.7877226869,5.2433992912,111.93387291,,,,,,,24.6,22.237376583,,,,,,4043.0,1927.2,23.077469289,,24.239712107,,,23.991436903,12.016342225,,,,,,14.180929095,,,,,,106.51139672,,98.823441666,,,119.95718451,,,34.382893188,,,30.320607467,,44870.0,31.621953225,,1.9,,4805.0,10.898164104,,,,,,34.068912118,,38.635572572,,,27.053140097,619.77068485,,,15137.82427,,,11500.489553,12826.454179
Burke,2023,41.9,30.5,15.293459566,22.8,5.8431629533,14.65120151,,585.54964401,,,,5.3291816095,4.1936935981,111.93387291,,,,,,,,22.237376583,,,,,,,,23.077469289,,24.239712107,,23.991436903,,12.016342225,,,,,,14.180929095,,,,,,106.51139672,,98.823441666,,119.95718451,,,,34.382893188,,30.320607467,,,46977.0,31.621953225,,,,4093.0,10.898164104,,,,,,34.068912118,,38.635572572,,27.053140097,,,,,15137.82427,,11500.489553,,12826.454179
Butts,2011,,21.8,,,,20.0,96.8569,,,,,,,,,,,,,,,,,,,,,6373.4,3293.1,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,56.4356,,,,,,,,,,,,,85.7,,,,,,,10200.8,,,,,,
Butts,2012,,23.5,,,11.8,21.2,70.635764303,,18.5,25.9,,,,,,,,,,,29.8,,,,,,,6006.6,3103.2,,,,,,,,,,,,,,,,,,,,,,,,,30.896308206,,,,,,63.070539419,,,2.0,2.8,,,,,,,,,80.1,,,,,,274.3663444,10857.17,,,,,,
Butts,2013,,29.4,,,11.8,20.0,87.21999979,,,,,,,,,,,,,,,,,,,,,6010.0,3180.5,,,,,,,8.0873433077,,,,,,,,,,,,,,,,,,27.37254658,,,,,,,,,,,,,,,,,,,72.449184947,,,,,,258.40148443,11580.76,,,,,,
Butts,2014,,30.3,,,10.640207419,21.230332168,60.698785232,,,,,,,,,,,,,,,,,,,,,6436.2,3680.2,,,,,,,8.0873433077,,,,,,,,,,,,94.9,,,,,,27.37254658,,,,,,,,,,,,,,,,,,,71.170084439,,,,,,266.12981068,11580.76,,,,,,
Butts,2015,,29.6,,,9.754364596,20.491803279,,,,24.3,,,,90.188446385,,,,,,,25.4,,,,,,,5590.6,3229.8,,,,,,,7.5,,,,,,,,,,,,92.248580303,,,,,,20.120478989,,,,,,,,,,,67.61,,,,,,,,69.876091814,,,,,,254.98767093,,,,,,,10569.98
Butts,2016,,31.0,16.3,17.0,7.5881024836,20.749929518,,,,,,,,76.941572493,,,,,,,,19.927974606,,,,,,3346.3,2321.9,,,,,,,7.5,,,,,,9.0206185567,,,,,,86.64186331,,,,,,18.821643676,,,,,,,,,,,57.15,,,,,,,,64.382139148,,,,,,254.98767093,,,,,,,10091.3
Butts,2017,,26.9,16.637052307,17.531774709,6.4408115029,17.627289531,,,,21.9,,,,83.488851783,,,,,,,20.8,18.486391172,,,,,,4987.7,2980.2,11.9,,,,,,7.3,,,,,,,,,,,,95.440988496,,,,,,18.823586561,,,,,,,,,,2.0,66.63,,,,,,,,61.655405405,,,,,,231.04508923,,,,,,,11100.4
Butts,2018,,24.7,16.012812259,19.406012488,5.6371842889,16.440610635,,,22.9,22.9,,,,64.699148957,,,,,,,24.8,21.193026082,,,,,,5286.7,3009.1,14.44804229,,,,,,6.6738663528,,,,,,,,,,,,101.13629603,,,,,,16.38130832,,,,,,,,,2.0,2.0,58.7,,,,,,,,51.074090311,,,,,,231.04508923,,,,,,,10866.983889
Butts,2019,,25.2,16.012812259,19.406012488,4.8390116061,14.254149907,,,,,,,,84.826106482,,,,,,,,22.387328772,,,,,,5510.1,2999.7,13.5,,,,,,6.1,,,,,,,,,,,,103.21663649,,,,,,17.551717042,,,,,,,,,,,,,,,,,,,47.916202362,,,,,,305.01461084,,,,,,,10344.952031
Butts,2020,33.7,30.0,15.440841915,19.249375017,4.0394638868,14.960054011,,564.7885945,19.2,21.9,,3.9949276633,3.8106968501,65.211938801,,,,,,19.7,23.6,19.425828026,,,,,,4204.4,2410.9,13.441989414,,,,,,,,,,,,,,,,,,111.73653701,,56.086905184,,138.29190805,,,,,,,,,48831.0,21.095139077,1.5,1.8,,5151.0,17.194352685,,,,,,41.582830315,,45.692883895,,40.442447287,,305.01461084,,,9166.3959518,,11796.949091,,10786.871489
Butts,2021,38.1,21.0,16.130063693,24.36151339,3.3528918692,16.370287001,,552.95156599,36.5,40.5,,4.9998333059,4.9869834458,54.827294024,,,,,,38.8,42.7,19.128818932,,,,,,4650.7,2521.2,15.754821805,,,,,,6.5739539943,,,,,,,,,,,,108.62535034,,63.561770484,,132.29802913,,,,,,,,,47410.0,22.710022889,2.8,3.1,,4600.0,17.487797647,,,,,,37.502807096,,43.609022556,,34.767641997,,305.01461084,,,10230.511101,,10933.226618,,10484.543442
Butts,2022,36.7,37.0,16.53902082,25.0,6.18307105,15.301939058,,,23.6,31.3,571.25614388,5.6988516888,5.1775468905,54.235282517,,,,,,22.5,30.0,20.119374958,,,,,,4521.7,2686.8,20.419664954,,,,,,7.6745064702,,,,,,,,,,,,111.08297735,,62.445005819,,,136.83065984,,,,,,,,52720.0,25.975252668,1.8,2.3,,3443.0,22.558978683,,,,,,33.974072418,,40.212443096,,,31.493396546,305.01461084,,,10077.413696,,,10657.603444,10183.292755
Butts,2023,39.7,20.6,17.869977336,23.5,3.6381602587,16.671248694,,571.25614388,,,,5.2086388514,4.0668626302,54.235282517,,,,,,,,20.119374958,,,,,,,,20.419664954,,,,,,7.6745064702,,,,,,,,,,,,111.08297735,,62.445005819,,136.83065984,,,,,,,,,61471.0,25.975252668,,,,3131.0,22.558978683,,,,,,33.974072418,,40.212443096,,31.493396546,,,,,10077.413696,,10657.603444,,10183.292755
Calhoun,2011,,37.7,3.5,,,19.8,103.7354,,,0.0,,,,,,,,,,,0.0,,,,,,,4629.1,2477.7,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,74.1935,,,0.0,0.0,,,,,,,,,104.3,,,,,,,17819.6,,,,,,
Calhoun,2012,,41.0,,,10.6,27.0,110.11771726,,0.0,,,,,,,,,,,,,,,,,,,4474.2,2813.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.677419355,,,0.0,,,,,,,,,,89.9,,,,,,157.68087816,14868.73,,,,,,
Calhoun,2013,,41.6,,,10.8,24.6,97.979999781,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,2897.4,1609.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,76.239822354,,,,,,137.03684183,6518.98,,,,,,
Calhoun,2014,,40.0,,,10.706045224,23.878089753,113.51588908,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,2398.3,1686.5,,,,,,,,,,,,,,,,,,,61.7,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,66.250974279,,,,,,192.75641676,6518.98,,,,,,
Calhoun,2015,,42.6,,,11.122345804,23.321123321,,,0.0,,,,,,,,,,,0.0,,,,,,,,2238.0,1543.4,,,,,,,,,,,,,,,,,,,33.268812001,,,,,,,,,,,,,,,0.0,,88.43,,,,,,,,74.918566775,,,,,,359.81861199,,,,,,,5966.61
Calhoun,2016,,44.7,12.3,25.1,7.4229691877,23.704789834,,,,,,,,,,,,,,,,,,,,,,2451.0,1391.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.04,,,,,,,,69.139966273,,,,,,359.81861199,,,,,,,6492.8
Calhoun,2017,,42.4,12.77197679,26.830399508,6.0889929742,22.518039313,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,2075.9,1409.8,,,,,,,,,,,,,,,,,,,36.687150326,,,,,,,,,,,,,,,0.0,0.0,59.08,,,,,,,,64.459930314,,,,,,1717.7319477,,,,,,,6333.9
Calhoun,2018,,39.8,13.250849892,25.69551582,5.8049886621,21.091000503,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,2676.3,1574.3,,,,,,,,,,,,,,,,,,,43.353048648,,,,,,,,,,,,,,,0.0,0.0,42.56,,,,,,,,53.930530165,,,,,,1717.7319477,,,,,,,8438.48661
Calhoun,2019,,40.2,13.250849892,25.69551582,5.2325581395,18.839822315,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,2439.8,1874.3,,,,,,,,,,,,,,,,,,,62.027043791,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,55.088702148,,,,,,1499.4326471,,,,,,,10522.064603
Calhoun,2020,27.3,43.2,13.386679999,23.637893693,4.2553191489,17.973079968,,516.41626672,0.0,0.0,,4.3494094374,4.586101612,,,,,,,0.0,0.0,,,,,,,1958.0,1235.8,,,,,,,,,,,,,,,,,,,68.59352103,,56.028115927,,103.62694301,,,,,,,,,33393.0,,0.0,0.0,,5724.0,,,,,,,50.831792976,,56.737588652,,46.822742475,,1499.4326471,,,,,,,9265.4166084
Calhoun,2021,35.0,39.0,14.489032554,27.294708488,3.6274070757,18.064338741,,458.18230244,0.0,,,5.0048371447,5.4524068829,,,,,,,0.0,,,,,,,,2033.0,1706.3,,,,,,,,,,,,,,,,,,,72.329318532,,56.581451571,,114.19870575,,,,,,,,,34960.0,,0.0,,,4056.0,,,,,,,38.878842676,,,,,,1499.4326471,,,,,,,8186.2210293
Calhoun,2022,43.4,35.9,14.732271478,28.1,5.05140814,18.408104197,,,0.0,0.0,498.68191023,5.8206827068,5.9410727744,,,,,,,0.0,0.0,,,,,,,2742.7,1846.8,,,,,,,,,,,,,,,,,,,69.72837628,,62.247121071,,,96.126117466,,,,,,,,37984.0,,0.0,0.0,,4925.0,,,,,,,37.135278515,,,,,,1499.4326471,,,,,,,7844.2994119
Calhoun,2023,44.2,39.1,14.641222854,26.0,4.039497307,17.009400705,,498.68191023,,,,5.0060662053,4.515498138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.72837628,,62.247121071,,96.126117466,,,,,,,,,38232.0,,,,,4543.0,,,,,,,37.135278515,,,,,,,,,,,,,7844.2994119
Camden,2011,,16.9,16.5,22.5,,23.5,73.2548,,,20.3,,,,,,,,,,,19.8,,,,,,,4443.6,1981.7,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,52.027,,,1.7,3.3,,,,,,,,,60.8,,,,,,,8072.3,,,,,,
Camden,2012,,21.3,15.6,22.3,9.9,17.9,77.428284455,,,11.1,,,,,,,,,,,9.7,,,,,,,3910.4,2001.9,,,,,,,6.202,,,,,,,,,,,,,,,,,,20.155851244,,,,,,75.581395349,,,,1.6,,,,,,,,,58.8,,,,,,551.25116653,7941.16,,,,,,
Camden,2013,,20.4,17.1,22.0,9.7,17.4,67.479999781,,,,,,,,,,,,,,,,,,,,,3918.3,2138.9,,,,,,,4.7190401472,,,,,,,,,,,,,,,,,,19.466040607,,,,,,,,,,,,,,,,,,,54.43994808,,,,,,491.85474588,6698.29,,,,,,
