County,Year,% Adults with Obesity,% Children in Poverty,% Excessive Drinking,% Smokers,% Unemployed,% Uninsured,ACSC Rate,Age-Adjusted Death Rate,Age-Adjusted Death Rate-All Opioids,Age-Adjusted Death Rate-Drug Overdoses,Age-adjusted Death Rate,Average Number of Mentally Unhealthy Days,Average Number of Physically Unhealthy Days,Child Mortality Rate,Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),Death Rate-All Opioids,Death Rate-Drug Overdoses,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (White),ER Visit Rate-All Other Unintentional Injury,ER Visit Rate-Falls,Firearm Fatalities Rate,Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (White),Homicide Rate,Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (White),Infant Mortality Rate,Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),Injury Death Rate,Injury Death Rate (Asian),Injury Death Rate (Black),Injury Death Rate (Hispanic),Injury Death Rate (White),MV Mortality Rate,MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (White),Mammography Rate,Median Household Income,Motor Vehicle Mortality Rate,Percent of Deaths by Cause-All Opioids,Percent of Deaths by Cause-Drug Overdoses,Preventable Hospitalization Rate,Suicide Rate (Age-Adjusted),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (White),Teen Birth Rate,Teen Birth Rate (Asian),Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),Violent Crime Rate,YPLL Rate,YPLL Rate (Asian),YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),Years of Potential Life Lost Rate
Bacon,2015,,0.6939651099924333,,,0.37859397966891417,1.4574917395647962,,,-0.7584290507048772,-1.1028373042829807,,,,,,,,,-0.8270024107832152,-1.1361853814530738,,,,,,0.7230121354035189,1.0616641289567215,,,,,,,,,,,,,,,,1.4636548825990738,,,,,2.4497261055238937,,,,,,,,-0.8494184826002605,,-0.9073705585239762,,,,,,2.187494002491935,,,,,,,,,,,0.8423641523785771
Bacon,2016,,0.9966768935760453,0.2140926034580489,-0.5226969631513152,-0.061266444577708454,1.494098775254003,,,-0.7584290507048772,-1.1028373042829807,,,,,,,,,-0.8270024107832152,-1.1361853814530738,,,,,,-0.34046323086352515,1.1129859697230386,,,,,,,,,,,,,,,,1.0448508162412986,,,,,2.077473217370521,,,,,,,,-0.8494184826002605,-1.2826798674417446,-0.9121589248788361,,,,,,1.701962764673195,,,,,,,,,,,1.1064323573037962
Bacon,2017,,0.7252801220872894,0.5577416157313007,-0.61310568688208,-0.5612559774257126,0.6608491173000915,,,,,,,,,,,,,,,,,,,,0.05662964034508723,1.8950807529131595,,,,,,,,,,,,,,,,1.3070529055488576,,,,,1.371508870664513,,,,,,,,,,-0.913679608389542,,,,,,1.242574119921086,,,,,,,,,,,0.829554800078929
Bacon,2018,,0.48519836269339045,0.40969786392207586,-0.06585147401345692,-0.6067965610520778,0.1957341402618978,,,-0.7584290507048772,-1.1028373042829807,,,,,,,,,,-1.1361853814530738,,,,,,0.12659698106248382,1.382363046135513,0.17346626765038778,,,,,,,,,,,,,,,1.192563252888111,,,,,1.857713956360548,,,,,,,,-0.8494184826002605,-1.2826798674417446,-0.9180193135519481,,,,,,0.2745807416060949,,,,,,,,,,,1.242659754321851
Bacon,2019,,1.3411420266194662,0.40969786392207586,-0.06585147401345692,-0.8702145854124081,-0.19244090977437886,,,,,,,,,,,,,,,,,,,,0.36555801972230256,1.547469163137397,,,,,,,,,,,,,,,,0.6921294889254956,,,,,1.3471437667965267,,,,,,,,,,,,,,,,-0.004832925248514136,,,,,,,,,,,1.0487078284159321
Bacon,2020,0.25759926390009474,0.3912533264088213,0.22389230744601676,-0.2233559659878527,-1.1106161195217994,-0.002317847121346218,,1.2600386343868983,-0.7584290507048772,,,-0.8919213644475745,-0.40720285759713626,,,,,,-0.8270024107832152,,,,,,,-0.4561350441463181,0.6922720506606185,0.16748616241863784,,,,,,,,,,,,,,,0.499150856660008,,,,,,,,,,,-0.8397820188140427,0.9130398038534138,-0.8494184826002605,,2.6664223029273226,,,,,,-0.14002297405597683,,1.9657215528772094,0.7099886492160458,0.5783027800290137,,,,2.6388187076354694,,0.030414623952940603,0.78345978437014
Bacon,2021,1.4207534820411611,0.13029489228501778,0.38419830578936026,1.1903282469719907,-1.201448455023111,0.007464535778642314,,0.8518698851364725,4.575757451868074,3.06232256339744,,0.32844495465180373,1.117368169666867,,,,,,3.6433837196436714,2.4958691035889626,,,,,,-0.36268068280503724,0.8928027553133996,0.1752640250598382,,,,,,,,,,,,,,,0.31283346890171226,,,,,,,,,,,-0.6318481870650082,0.9146053980795892,2.2998037936252085,1.1241198100273595,2.6918332023229303,,,,,,-0.4437148488195123,,1.5061202896443915,0.04742691819918139,0.1972268661618431,,,,1.0272063911898113,,0.18675511888304044,0.49493585539690216
Bacon,2022,0.44828028326748265,-0.08891019237897733,0.6345942215301547,1.254755360231617,-0.7561030944837301,0.04644552367022849,,,,,1.132580755310584,1.7755505842696861,1.6894983627745175,,,,,,,,,,,,,-0.2278242760997324,1.1898435556511326,1.7011274347931753,,,,,,,,,,,,,,,0.3339837679605987,,1.9944053155649295,,-0.7371342582721643,,,,,,,-0.6353457548154042,1.419283975833874,,,3.024954211587225,,,,,,-0.4535849536374442,,1.2378406771148502,0.8441994828167166,0.08017647899277866,,,,1.0845108720131527,,1.4021096484981632,1.658717982265148
Bacon,2023,0.7533699142553035,0.6104584110728164,0.6309960410106582,1.280147536279945,-1.3009155297954764,-0.1923750490827364,,1.449327881189581,,,,0.6350840138409553,0.03696387318021316,,,,,,,,,,,,,,,1.7011274347931753,,,,,,,,,,,,,,,0.3339837679605987,,1.9944053155649295,,-0.7371342582721643,,,,,,,-0.5394712505986661,1.419283975833874,,,2.704141606717678,,,,,,-0.4535849536374442,,1.2378406771148502,0.8441994828167166,0.08017647899277866,,,,1.0845108720131527,,1.4021096484981632,1.658717982265148
Baker,2011,,0.6939651099924333,,,,0.02696848703282081,-1.139490951029588,,,-1.1028373042829807,,,,,,,,,,-1.1361853814530738,,,,,,0.18302225583457793,-0.18958738397036812,,,,,,-0.0025624732214360535,,,,,,,,,,,,,,,,,,,,,,,-0.8494184826002605,-1.2826798674417446,,,,,,,-0.2562390962966757,,,,,,0.6779907109737021,,,,,
