,County,Pct_Children_in_Poverty_a,Pct_Children_in_Poverty_b,Pct_Children_in_Poverty_c,Pct_Excessive_Drinking_a,Pct_Excessive_Drinking_b,Pct_Excessive_Drinking_c,Pct_Smokers_a,Pct_Smokers_b,Pct_Smokers_c,Pct_Unemployed_a,Pct_Unemployed_b,Pct_Unemployed_c,Pct_Uninsured_a,Pct_Uninsured_b,Pct_Uninsured_c,ER_Visit_Rate-All_Other_Unintentional_Injury_a,ER_Visit_Rate-All_Other_Unintentional_Injury_b,ER_Visit_Rate-All_Other_Unintentional_Injury_c,ER_Visit_Rate-Falls_a,ER_Visit_Rate-Falls_b,ER_Visit_Rate-Falls_c,Injury_Death_Rate_a,Injury_Death_Rate_b,Injury_Death_Rate_c,Teen_Birth_Rate_a,Teen_Birth_Rate_b,Teen_Birth_Rate_c,Violent_Crime_Rate_a,Violent_Crime_Rate_b,Violent_Crime_Rate_c
23,Charlton,0.4502117343036973,-0.4522091599959838,0.4542312464724661,-1.7839664222291969,1.7853009377446436,-1.7866327430464584,3.4990032141504708,-3.499527899754431,3.5000536257284542,-0.243437234493877,0.2449275320886834,-0.2464199189779906,1.963533626259624,-1.965862687483963,1.968192582417596,0.4627014330140537,-0.4621324084072901,0.4615505369918131,1.3440823783877094,-1.3437627163616075,1.343433615964703,-0.1708633487129462,0.1700748935016074,-0.1692858214474593,-1.9356885141942373,1.935699283084628,-1.9357028864692951,0.3880004168630945,-0.3884654770944725,0.3889218449863067
24,Chatham,1.063600251042672,-1.0628641626721222,1.0621291033654958,0.3186616285552751,-0.317947584178916,0.3172411325136836,-0.6993013030696476,0.7003827752445986,-0.7014686683695402,0.3440149972496781,-0.3458234068161478,0.3476280842187477,0.0781367857148762,-0.0776778616077625,0.0772155150787011,-0.979347110455074,0.9804514869630716,-0.9815642516958832,-0.4285688748232615,0.4302458560316045,-0.4319366950291882,-0.1871327829790462,0.1872178533786918,-0.1873044712382038,0.3186929194695629,-0.3185406069943579,0.3183764998338667,1.0070934404662102,-1.0076051767776213,1.008123203753303
25,Chattahoochee,-1.1454974458532556,1.1439754859079303,-1.1425137885368517,-1.8608115177548537,1.8664090515487173,-1.8719875153990084,-0.5986564205553084,0.5992450340797236,-0.599835128114086,0.5098785156266662,-0.5057592545863298,0.5016525871568002,2.6372435729799912,-2.636869135929123,2.6364699121744257,0.212346876030983,-0.2144678239842528,0.2165660606354432,0.7175764201081557,-0.7190056239373377,0.7204040641899099,1.2337843939178097,-1.233663177165939,1.233526337212242,-0.6360270338755237,0.6310953008675159,-0.6261703821608141,0.9001296780879814,-0.8994889528234611,0.8988305513683992
26,Chattooga,0.6117561014806633,-0.6122445358500253,0.6127349843366642,-0.8627120316660575,0.8625010236765089,-0.8622881907952318,2.5462203898955886,-2.5469476955835546,2.547678232180608,1.3171982022533335,-1.3186067734394409,1.3200151216573994,-1.4038040073597446,1.4032925304284345,-1.40278156485454,-0.3655405745438852,0.3659992092028416,-0.3664613119234217,-0.910514279869018,0.9112001240877164,-0.9118892269666828,0.5257649490406677,-0.5261409259249296,0.5265262026758437,0.7389761449914842,-0.7395260609263098,0.7401033982633467,-0.1490450110291254,0.149441182763888,-0.1498467666675597
27,Cherokee,1.0422442209613727,-1.0427639014697712,1.043216724650578,0.6525883705101745,-0.6523538632333791,0.6521288972096805,-0.2961399074373896,0.2970487348323632,-0.2979671021488038,0.1721794844639692,-0.1733884729593703,0.1745856245607457,0.0489817858240337,-0.0494065981499403,0.0498142740326714,0.1065816534665997,-0.1066311365498679,0.1066666806568499,0.0926745343087541,-0.0922923886369617,0.0918962349055967,-0.5043547711369717,0.5044467593756156,-0.5045492250193491,0.2027292780646768,-0.2039672951249961,0.2051741656363422,-0.2453231314255241,0.2453392726711428,-0.2453683716602629
28,Clarke,-2.492321023420957,2.493743447730649,-2.4951990905262567,0.7358775810396624,-0.7361620883878977,0.7364499135029258,-1.4452522532866,1.445761151676293,-1.4462708424869677,-0.7701650870632598,0.7684330939162833,-0.7667041734154844,2.387997332454568,-2.3854597602048213,2.382931284400164,-0.0662660629237184,0.0656603098154824,-0.0650626484489072,0.0843143011127216,-0.0845745480639052,0.0848196923992437,-0.0271630592342537,0.0275492672996286,-0.0279489282651155,-0.0393232491975965,0.0373585675495802,-0.0354273597058214,0.1972548595372141,-0.1976349359287254,0.1980193972695667
29,Clay,-1.9124712088684688,1.916126489738317,-1.919722454194108,1.7403244336942454,-1.7413519470200012,1.7423635541486566,-1.5909186942799278,1.5916244965475648,-1.5923183690020777,-1.5764659406089585,1.5726159755631075,-1.5687379436830535,-1.2707235461512143,1.2697532762338324,-1.268786890773535,-0.1319020767174242,0.1313432501085188,-0.1308029716238463,0.5694452305289203,-0.5696517699917761,0.5698337442311169,2.281038767786435,-2.281694440787257,2.2823631916633547,-0.1625399147582225,0.1641366809293523,-0.165735301809257,0.1893468274955757,-0.1899847505502103,0.190613717161264
30,Clayton,-1.925677994360489,1.9262888110927552,-1.92692716796758,0.081031416040205,-0.0807282515205712,0.0804154769851622,-0.5411178684025414,0.5418953255121542,-0.5426741897034287,1.5902050914733317,-1.5922182823722624,1.594236692275757,-2.307972685768077,2.308786785721966,-2.3095903260965884,0.4947477934241585,-0.4951565790417604,0.495555545046869,0.8104728310775128,-0.809777959815451,0.8090629724856173,0.2666700706499127,-0.2671091727889028,0.2675383914774631,-0.1475443622111051,0.1480208319104694,-0.148502109876439,0.37225570863696,-0.3730403454990502,0.3738418410708807
31,Clinch,-1.049653133580013,1.050157302875901,-1.0506536679149037,0.968172734863839,-0.967160158449464,0.9661426725312702,-0.3611567469082179,0.3593837786488497,-0.3576019926462753,-0.7864602105958647,0.7883220381109326,-0.7901831006493,-0.7500579402671583,0.7486056778511784,-0.7471502370935414,-1.375572605815124,1.3792065583161814,-1.3828051724081818,-1.3834840307678744,1.3837161515937555,-1.383921282388897,0.9201829812965676,-0.9199369447465782,0.9196863524573958,-0.7738656055362841,0.7763394117156126,-0.7787836036132397,-1.644553405495298,1.6446341319540208,-1.6447046119372537
32,Cobb,0.6193623354763916,-0.6187782871357118,0.618138520964773,0.5039195045454133,-0.503720012437074,0.5035290380214825,-0.7392912266929861,0.7403674424915039,-0.7414549322328455,0.5949605897497401,-0.5963524132401793,0.5977348204231183,-0.7226451215616598,0.7233463548826853,-0.7240598083699711,0.3472829065993049,-0.3473129725538741,0.3473268265657521,0.5618496105648535,-0.5614594419849133,0.5610505798641295,-0.3360764469303075,0.3362808568349502,-0.3364960668788211,0.2911231078926228,-0.2925157940450361,0.2938807495407116,0.0709810176682308,-0.0709649044489556,0.070945960121578
33,Coffee,0.9052950798274136,-0.9053423528191938,0.9054265451863024,1.1106868964457517,-1.1108867842887893,1.1110851940805364,0.2363933993319343,-0.2367327471936206,0.2370755207742502,2.5952506226498997,-2.5942107588235035,2.59316704915009,-0.3788443469147379,0.3788887303815866,-0.378916537069096,-3.884345100566207,3.885234357878797,-3.8861169546584096,-3.9205890000519297,3.920704330108959,-3.920824251057648,-0.0221202444188301,0.021700468961107,-0.0212779318271127,0.7094749655872102,-0.7076547725061043,0.7058619457683587,0.2179577857407447,-0.2174171384856986,0.2168786751039964
